24543	JQ437D-6	0	0	胸围	　	夹底平量	　	36		33	0	0	0	0	0	0	0	0	0
24543	JQ437D-6	0	0	腰围	　	夹下6寸量	　	29		26	0	0	0	0	0	0	0	0	0
24543	JQ437D-6	0	0	臀围	　	夹下13寸量	　	38		35	0	0	0	0	0	0	0	0	0
24543	JQ437D-6	0	0	袖长	　	袖顶到袖口量	　	7		6 3/4	0	0	0	0	0	0	0	0	0
24543	JQ437D-6	0	0	夹底到袖口	　	夹底到袖口	　	2 1/4		2 1/2	0	0	0	0	0	0	0	0	0
24543	JQ437D-6	0	0	袖口	　	平量	　	12 1/4		20 3/4	0	0	0	0	0	0	0	0	0
24543	JQ437D-6	0	0	夹圈	　	　	　	　	18 1/4	19 1/8	0	0	0	0	0	0	0	0	0
24543	JQ437D-6	0	0	袖肥	　	夹底平量	　	13	12 1/4	13	0	0	0	0	0	0	0	0	0
24543	JQ437D-6	0	0	脚围	　	沿边量	　	46	43	46	0	0	0	0	0	0	0	0	0
24543	JQ437D-6	0	0	裙长		肩顶到脚口量	　	33	33	33 1/2	0	0	0	0	0	0	0	0	0
24543	JQ437D-6	0	0	3号金色圆环头闭尾拉链长	　	　	　	16	16 1/4	16 1/4	0	0	0	0	0	0	0	0	0
24543	JQ437D-6	0	0	　	　	　	　	　	　	　	0	0	0	0	0	0	0	0	0
24544	JQ437D-7	0	0	领宽	寸	内浪骨到内浪骨量	　	7 3/8	7 1/4	7 1/4	7 1/2	7 3/4	8	8 1/4	8 1/2	8 3/4	0	0	0
24544	JQ437D-7	0	0	肩宽		肩顶到肩顶量	　	15 1/4	14 1/2	14 1/2	15 1/4	16	16 3/4	17 1/2	18 1/4	19	0	0	0
24544	JQ437D-7	0	0	胸围	　	夹底平量	　	36	33	33	36	39	42	45	48	51	0	0	0
24544	JQ437D-7	0	0	腰围	　	夹下6寸量	　	29	26	29	29	32	35	38	41	41	0	0	0
24544	JQ437D-7	0	0	臀围	　	夹下13寸量	　	38	35	35	38	41	44	47	50	53	0	0	0
24544	JQ437D-7	0	0	袖长	　	袖顶到袖口量	　	7	6 3/4	6 3/4	7	7 1/4	7 1/2	73/4	8	8 1/4	0	0	0
24544	JQ437D-7	0	0	夹底到袖口	　	夹底到袖口	　	2 1/4	2 1/2	2 1/2	2 1/2	2 1/2	2 1/2	2 1/2	2 1/2	2 1/2	0	0	0
24544	JQ437D-7	0	0	袖口	　	平量	　	12 1/4	20 3/4	20 3/4	21 1/2	22 1/4	23	23 3/4	24 1/2	25 1/4	0	0	0
24544	JQ437D-7	0	0	夹圈	　	　	　	　	18 1/4	18 1/4	19 1/8	20	20 7/8	21 3/4	22 5/8	23 1/2	0	0	0
24544	JQ437D-7	0	0	袖肥	　	夹底平量	　	13	12 1/4	12 1/4	13	13 3/4	14 1/2	15 1/4	16	16 3/4	0	0	0
24544	JQ437D-7	0	0	脚围	　	沿边量	　	46	43	43	46	49	52	55	58	61	0	0	0
24544	JQ437D-7	0	0	裙长		肩顶到脚口量	　	33	33	33	33 1/2	34	34 1/2	35	35 1/2	36	0	0	0
24544	JQ437D-7	0	0	3号金色圆环头闭尾拉链长	　	　	　	16	16 1/4	16 1/4	16 1/4	16 1/4	16 1/4	16 1/4	16 1/4	16 1/4	0	0	0
24544	JQ437D-7	0	0	　	　	　	　	　	　	0	　	　	　	　	　	0	0	0	0
24546	JQ928Q-6	0	0	腰围	寸	平量	27	25		25	27	29	31	33	35	37	0	0	0
24546	JQ928Q-6	0	0	腰节高	　	　	3	3		3	3	3	3	3	3	3	0	0	0
24546	JQ928Q-6	0	0	臀围	　	含腰7 1/2寸量	36  3/4	34		34	36	38	40	42	44	46	0	0	0
24546	JQ928Q-6	0	0	前中长	　	含腰节	17  3/4	17		17	17 1/2	18	18 1/2	19	19 1/2	20	0	0	0
