24192	XH3119-2	XH3119	华顺橡筋	辅料	透明带1/4		0.699999988079071	10	70	48.99999916553497	
24195	YQ341-1	YQ341		主面料	蜡布	颜色1	2.0199999809265137	10	1	2.0199999809265137	
24196	YQ3451-1	YQ345		主面料	蜡布	颜色1	3.0799999237060547	10	1	3.0799999237060547	
24196	YQ3451-1	YQ345		辅料	橡筋	黑色6cm	0.5	10	1	0.5	
24196	YQ3451-1	YQ345		辅料	蘑菇扣	黑色	1	3	1	1	
24196	YQ3451-1	YQ345		辅料	橡筋耳仔	黑色	0.10000000149011612	10	1	0.10000000149011612	
24197	PDDW240产前	PDDW240		主面料	新年丰纺织	粉色	1.0399999618530273	10	1	1.0399999618530273	
24197	PDDW240产前	PDDW240		里布	巨鑫布业	粉色	0.8199999928474426	10	1	0.8199999928474426	
24197	PDDW240产前	PDDW240		辅料	3号隐形拉链	配主布色	1	3	1	1	
24199	KR110-1	KR110		主面料	成品服装7	黑色	1	1	50	50	
24205	XH3155-1	XH3155		主面料	长汇时尚	5#紫色	0	0	1	0	
24212	PDD139-2	PDD139		主面料	新盛马布业	卡其	1.4199999570846558	10	120	170.3999948501587	
24212	PDD139-2	PDD139		辅料	扣子	黑色2.5	3	3	120	360	
24212	PDD139-2	PDD139		里布	里布	卡其	0.8199999928474426	10	120	98.39999914169312	
24212	PDD139-2	PDD139		衬布	扑	卡其	1.4199999570846558	10	120	170.3999948501587	
24212	PDD139-2	PDD139		辅料	透明扣	透明扣2.0cn	1	3	120	120	
24213	PDDA241-1	PDDA241		主面料	龙马纺织	蓝色	0.8999999761581421	10	60	53.999998569488525	
24213	PDDA241-1	PDDA241		里布	四面弹里布	白色	0.9200000166893005	10	60	55.20000100135803	
24214	PDD117-3	PDD117		主面料	联新纺织	灰色	1.590000033378601	10	160	254.40000534057617	
24214	PDD117-3	PDD117		辅料	裤子拉链	配主布色	1	3	160	160	
24214	PDD117-3	PDD117		辅料	橡筋	配色1寸宽	1.7000000476837158	10	160	272.00000762939453	
24214	PDD117-3	PDD117		辅料	调节扣	银色1寸宽	2	3	160	320	
24214	PDD117-3	PDD117		辅料	透明扣	白色2cm	6	3	160	960	
