12705	EL105-1	主面料		联新纺织	10#粉绿	148	1.38	10	20.50	20.50	
12705	EL105-1	辅料	前卫衬朴	针织朴	黑色	120	0.31	10	1.80	1.80	
12705	EL105-1	辅料	添彩纽扣	扣子	1CM钻石		11	3	1.00	1.00	
13667	EL127	主面料		成品服装7	黑色		1	1	88.00	88.00	
13668	EL128	主面料		成品服装7	黑色		1	1	15.00	15.00	
13672	EL129	主面料	巨丰纺织	巨丰纺织	64#米黄色	180	0.85	15	23.50	23.50	
13672	EL129	面料	巨丰纺织	巨丰纺织	116#棕色	180	0.38	15	23.50	23.50	
13672	EL129	面料	巨丰纺织	巨丰纺织	象白色		0.12	15	35.00	35.00	
13672	EL129	辅料	添彩纽扣	扣子	1.1CM白色		3	5	0.10	0.10	
13672	EL129	面料		罗纹2X2	配主布颜色	120	0.06	10	40.00	40.00	
13673	EL130	主面料	巨丰纺织	巨丰纺织	55#黑色	180	1.37	15	23.50	23.50	
13673	EL130	辅料	东莞市虎门永恒拉链厂	5号金属闭尾拉链	配主布颜色		1	3	3.00	3.00	
13673	EL130	面料	祥盛罗纹	罗纹2X2	配主布颜色	120	0.25	15	40.00	40.00	
13673	EL130	辅料	棉绳 恒发辅料	人字带	配主布颜色		0.35	10	0.50	0.50	
13673	EL130	辅料	华顺橡筋	透明带1/4			0.7	10	0.15	0.15	
13674	EL131	主面料		博超布业	2#红色	140	1.25	15	17.50	17.50	
13674	EL131	辅料	前卫衬朴	30D雪纺朴		120	0.3	10	2.20	2.20	
13674	EL131	辅料	添彩纽扣	扣子	1.1CM白色		7	3	0.10	0.10	
13675	EL132	主面料		濠泰纺织	43#深蓝色	145	1.1	15	23.50	23.50	
13675	EL132	辅料	前卫衬朴	针织朴	黑色	120	0.23	10	1.80	1.80	
13675	EL132	辅料	东莞市虎门永恒拉链厂	裤子拉链	配主布颜色		1	3	0.40	0.40	
13675	EL132	辅料	利泰辅料	摇头扣	1.6CM古铜		1	3	0.35	0.35	
13675	EL132	辅料	利泰辅料	扣子	撞钉古铜色		10	3	0.35	0.25	
13725	EL133	主面料		成品服装7	黑色		1	1	27.00	27.00	
13733	EL134	主面料		成品服装7	白色		1	1	25.00	25.00	
13762	EL135	主面料		成品服装7	黑色		1	1	86.00	86.00	
13771	EL138	主面料	美森纺织	美森纺织	1#白色	140	2.36	15	0.00	0.00	
13771	EL138	面料	美森纺织	美森纺织	黄色		0.16	10	0.00	0.00	
13771	EL138	辅料	华顺橡筋	丈根5/8宽	白色		0.8	10	0.50	0.50	
13771	EL138	辅料	华顺橡筋	丈根3/8宽	白色		0.75	10	0.35	0.35	
13771	EL138	辅料	添彩纽扣	扣子	黑色1.5CM		6	3	0.10	0.10	
13771	EL138	辅料	前卫衬朴	30D雪纺朴	白色		0.2	10	2.20	2.20	
13783	EL140	主面料		成品服装7	深灰		1	1	75.00	75.00	
13784	EL141	主面料		成品服装7	红色		1	1	95.00	95.00	
13875	EL145	主面料	华夏纺织	华夏针织	1#白色	165	0.9	10	23.50	23.50	
13875	EL145	面料	祥盛罗纹	1*1罗纹	配主布颜色	160	0.03	15	40.00	40.00	
13875	EL145	辅料	创亿辅料（橡筋）	透明带1/4			0.7	10	0.15	0.15	
13876	EL146	主面料	华夏纺织	华夏针织	1#白色	165	0.9	15	23.50	23.50	
13876	EL146	面料	祥盛罗纹	祥盛罗纹 1*1 32支罗纹，	配主布颜色	160	0.03	15	40.00	40.00	
11583	Er014	主面料		德盈针织	活性黑色		1.25	10	41.00	41.00	
11583	Er014	辅料		腰带绳	白色		1	3	2.00	2.00	
11583	Er014	辅料		橡筋	黑色		1	10	0.60	0.60	
11638	Er017	主面料		新鹏宇针织	白色		1.09	10	26.50	26.50	
11638	Er017	面料		祥盛螺纹	配主布色		0.04	10	40.00	40.00	
10052	ER082	主面料		恒生布业	红色		1.35	10	32.50	32.50	
10052	ER082	面料		祥盛螺纹	配主布色		0.25	10	40.00	40.00	
10052	ER082	主面料		恒生布业	黑色		1.28	10	32.50	32.50	
12956	Er083	主面料		中棉纺织	黑白拼色	154	0.80	10	16.00	16.00	
12956	Er083	面料		中棉纺织	白色	156	0.15	10	16.00	16.00	
12963	Er085	主面料	恒生布行	恒生布业	白色	180	1.38	10	32.00	32.00	
12963	Er085	面料	祥盛罗纹	祥盛螺纹	配主布色	145	0.25	10	40.00	40.00	
12988	Er088K	主面料	新鹏宇	新鹏宇针织	蓝色	143	0.60	10	21.00	21.00	
12988	Er088K	面料		腰绳	白色		1	1	2.00	2.00	
12988	Er088K	辅料		橡筋	配主布色		1	15	0.80	0.80	
12988	Er088K	主面料		新鹏宇针织-2	杏色		0.6	10	21.00	21.00	
12987	Er088S	主面料	新鹏宇	新鹏宇针织	蓝色		0.55	10	21.00	21.00	
12987	Er088S	主面料		新鹏宇针织	杏色		0.55	10	21.00	21.00	
12987	Er088S	主面料		新鹏宇针织-2	粉色		0.55	10	21.00	21.00	
12987	Er088S	主面料		新鹏宇针织	灰色		0.55	10	21.00	21.00	
13600	Er100	主面料		德胜针织	白色		0.78	10	21.50	21.50	
13600	Er100	主面料		华夏针织	白色		0.78	10	24.00	24.00	
13600	Er100	面料		祥盛螺纹	配主布色		0.03	10	40.00	40.00	
13612	Er101	主面料		新鹏宇针织-2	黑色		0.71	10	26.50	26.50	
13612	Er101	面料		祥盛螺纹	配主布色		0.03	10	40.00	40.00	
13659	Er102K	主面料		羊毛混纺	黑色		2.18	10	62.00	62.00	
13659	Er102K	辅料		3号金属闭尾拉链	黑色’银牙		1	3	3.00	3.00	
13659	Er102K	里布		色丁里布	黑色		1.33	10	12.50	12.50	
13658	Er102S	主面料		羊毛混纺	黑色		2.0	10	62.00	62.00	
13658	Er102S	里布		色丁	黑色		1.48	10	12.50	12.50	
13658	Er102S	辅料		5号金属开尾拉链	黑色		1	3	5.00	5.00	
